"","station_id","station_name","member_casual","month","lat","lng","start_ride_count","start_trip_duration","end_ride_count","end_trip_duration","total_ride_count","total_avg_trip_duration"
"47",101,"63rd St Beach","member","10",41.781,-87.5761,34,1361.52941176471,37,1351.59459459459,71,1356.35211267606
"48",101,"63rd St Beach","member","11",41.781,-87.5761,20,1251.9,24,1927.08333333333,44,1620.18181818182
"49",101,"63rd St Beach","member","12",41.781,-87.5761,14,1900.71428571429,21,1819.95238095238,35,1852.25714285714
"50",102,"Stony Island Ave & 67th St","casual","01",41.7735,-87.5853,6,1688.16666666667,2,2119,8,1795.875
"51",102,"Stony Island Ave & 67th St","casual","02",41.7735,-87.5853,4,490472.25,4,1023.25,8,245747.75
"52",102,"Stony Island Ave & 67th St","casual","03",41.7735,-87.5853,13,5022.30769230769,19,8782.15789473684,32,7254.71875
"53",102,"Stony Island Ave & 67th St","casual","04",41.7735,-87.5853,4,979,2,980.5,6,979.5
"54",102,"Stony Island Ave & 67th St","casual","05",41.7735,-87.5853,10,2185.4,11,5102.18181818182,21,3713.2380952381
"55",102,"Stony Island Ave & 67th St","casual","06",41.7735,-87.5853,14,29395.4285714286,13,5554.69230769231,27,17916.5555555556
"56",102,"Stony Island Ave & 67th St","casual","07",41.7735,-87.5853,15,5561.2,29,9656.79310344828,44,8260.56818181818
"57",102,"Stony Island Ave & 67th St","casual","08",41.7735,-87.5853,26,3997.80769230769,22,3359.09090909091,48,3705.0625
"58",102,"Stony Island Ave & 67th St","casual","09",41.7735,-87.5853,21,7999.80952380952,26,2608.23076923077,47,5017.23404255319
"59",102,"Stony Island Ave & 67th St","casual","10",41.7735,-87.5853,17,2676.47058823529,11,2775.45454545455,28,2715.35714285714
"60",102,"Stony Island Ave & 67th St","casual","11",41.7735,-87.5853,6,841.5,8,1189.75,14,1040.5
"61",102,"Stony Island Ave & 67th St","casual","12",41.7735,-87.5853,10,15518.3,10,4361.7,20,9940
"62",102,"Stony Island Ave & 67th St","member","01",41.7735,-87.5853,6,619.5,6,439.666666666667,12,529.583333333333
"63",102,"Stony Island Ave & 67th St","member","02",41.7735,-87.5853,4,1229.5,2,875,6,1111.33333333333
"64",102,"Stony Island Ave & 67th St","member","03",41.7735,-87.5853,8,670.5,6,1145,14,873.857142857143
"65",102,"Stony Island Ave & 67th St","member","04",41.7735,-87.5853,6,186407.333333333,4,892,10,112201.2
"66",102,"Stony Island Ave & 67th St","member","05",41.7735,-87.5853,5,1374.8,4,1435.25,9,1401.66666666667
"67",102,"Stony Island Ave & 67th St","member","06",41.7735,-87.5853,10,1245.3,9,1128.55555555556,19,1190
"68",102,"Stony Island Ave & 67th St","member","07",41.7735,-87.5853,15,2442.2,10,1980.1,25,2257.36
"69",102,"Stony Island Ave & 67th St","member","08",41.7735,-87.5853,4,1704.75,7,1210.42857142857,11,1390.18181818182
"70",102,"Stony Island Ave & 67th St","member","09",41.7735,-87.5853,10,1136,9,1559.22222222222,19,1336.47368421053
"71",102,"Stony Island Ave & 67th St","member","10",41.7735,-87.5853,5,836.4,5,844.8,10,840.6
"72",102,"Stony Island Ave & 67th St","member","11",41.7735,-87.5853,6,1632.66666666667,9,1043.44444444444,15,1279.13333333333
"73",102,"Stony Island Ave & 67th St","member","12",41.7735,-87.5853,4,424.25,3,620.666666666667,7,508.428571428571
"74",103,"Clinton St & Polk St (*)","casual","03",41.8715,-87.6409,7,4131.71428571429,5,5316,12,4625.16666666667
"75",103,"Clinton St & Polk St (*)","casual","04",41.8715,-87.6409,14,1693.78571428571,13,1100.15384615385,27,1407.96296296296
"76",103,"Clinton St & Polk St (*)","casual","05",41.8715,-87.6409,16,1384.5,28,1433.17857142857,44,1415.47727272727
"77",103,"Clinton St & Polk St (*)","casual","06",41.8715,-87.6409,31,1475,38,2617.57894736842,69,2104.24637681159
"78",103,"Clinton St & Polk St (*)","member","01",41.8715,-87.6409,79,432.898734177215,71,453.704225352113,150,442.746666666667
"79",103,"Clinton St & Polk St (*)","member","02",41.8715,-87.6409,67,407.328358208955,87,374.758620689655,154,388.928571428571
"80",103,"Clinton St & Polk St (*)","member","03",41.8715,-87.6409,114,401.394736842105,118,421.016949152542,232,411.375
"81",103,"Clinton St & Polk St (*)","member","04",41.8715,-87.6409,175,474.537142857143,175,467.131428571429,350,470.834285714286
"82",103,"Clinton St & Polk St (*)","member","05",41.8715,-87.6409,246,723.609756097561,260,697.396153846154,506,710.140316205534
"83",103,"Clinton St & Polk St (*)","member","06",41.8715,-87.6409,341,635.557184750733,348,718.396551724138,689,677.397677793904
"84",103,"Clinton St & Polk St","casual","01",41.8715,-87.6409,3,597,5,793.6,8,719.875
"85",103,"Clinton St & Polk St","casual","02",41.8715,-87.6409,3,2418.66666666667,1,972,4,2057
"86",103,"Clinton St & Polk St","casual","03",41.8715,-87.6409,7,5654.85714285714,7,1211.57142857143,14,3433.21428571429
"87",103,"Clinton St & Polk St","casual","07",41.8715,-87.6409,58,1837.75862068966,63,1594.1746031746,121,1710.93388429752
"88",103,"Clinton St & Polk St","casual","08",41.8715,-87.6409,75,1751.97333333333,60,1272.88333333333,135,1539.04444444444
"89",103,"Clinton St & Polk St","casual","09",41.8715,-87.6409,51,1962.96078431373,31,1572.96774193548,82,1815.5243902439
"90",103,"Clinton St & Polk St","casual","10",41.8715,-87.6409,40,11154.55,36,10374.8611111111,76,10785.2236842105
"91",103,"Clinton St & Polk St","casual","11",41.8715,-87.6409,9,1604,9,2444,18,2024
"92",103,"Clinton St & Polk St","casual","12",41.8715,-87.6409,9,1753.55555555556,8,1006.5,17,1402
"93",103,"Clinton St & Polk St","member","01",41.8715,-87.6409,58,512.51724137931,63,446.873015873016,121,478.338842975207
"94",103,"Clinton St & Polk St","member","02",41.8715,-87.6409,58,447.706896551724,61,411.508196721311,119,429.151260504202
"95",103,"Clinton St & Polk St","member","03",41.8715,-87.6409,40,413.075,50,505.96,90,464.677777777778
"96",103,"Clinton St & Polk St","member","07",41.8715,-87.6409,360,825.669444444444,362,622.475138121547,722,723.790858725762
"97",103,"Clinton St & Polk St","member","08",41.8715,-87.6409,193,591.854922279793,213,576.666666666667,406,583.886699507389
"98",103,"Clinton St & Polk St","member","09",41.8715,-87.6409,153,569.823529411765,164,559.768292682927,317,564.621451104101
"99",103,"Clinton St & Polk St","member","10",41.8715,-87.6409,125,469.744,133,503.390977443609,258,487.089147286822
"100",103,"Clinton St & Polk St","member","11",41.8715,-87.6409,54,499.481481481481,78,436.666666666667,132,462.363636363636
"101",103,"Clinton St & Polk St","member","12",41.8715,-87.6409,64,493.703125,72,447.5,136,469.242647058824
"102",106,"State St & Pearson St","casual","01",41.8974,-87.6287,30,3375.73333333333,37,27954.1621621622,67,16948.8955223881
"103",106,"State St & Pearson St","casual","02",41.8974,-87.6287,36,107738.944444444,37,5361.43243243243,73,55848.9726027397
"104",106,"State St & Pearson St","casual","03",41.8974,-87.6287,95,2828,94,4044.77659574468,189,3433.16931216931
"105",106,"State St & Pearson St","casual","04",41.8974,-87.6287,91,2364.40659340659,93,2554.83870967742,184,2460.65760869565
"106",106,"State St & Pearson St","casual","05",41.8974,-87.6287,144,2607.45138888889,149,9382.1677852349,293,6052.61433447099
"107",106,"State St & Pearson St","casual","06",41.8974,-87.6287,311,3305.40514469453,272,2724.5,583,3034.38250428816
"108",106,"State St & Pearson St","casual","07",41.8974,-87.6287,420,3222.77380952381,388,2430.97680412371,808,2842.55445544554
"109",106,"State St & Pearson St","casual","08",41.8974,-87.6287,462,3103.93722943723,412,2741.18689320388,874,2932.93821510297
"110",106,"State St & Pearson St","casual","09",41.8974,-87.6287,330,2754.33636363636,300,3030.75333333333,630,2885.96349206349
"111",106,"State St & Pearson St","casual","10",41.8974,-87.6287,198,24795.6161616162,204,9017.54901960784,402,16788.8358208955
"112",106,"State St & Pearson St","casual","11",41.8974,-87.6287,59,9577.83050847458,64,8592,123,9064.87804878049
"113",106,"State St & Pearson St","casual","12",41.8974,-87.6287,51,13351.4901960784,44,10474.6818181818,95,12019.0736842105
"114",106,"State St & Pearson St","member","01",41.8974,-87.6287,703,975.384068278805,713,946.56381486676,1416,960.872175141243
"115",106,"State St & Pearson St","member","02",41.8974,-87.6287,744,840.430107526882,735,906.563265306123,1479,873.295469912103
"116",106,"State St & Pearson St","member","03",41.8974,-87.6287,763,795.650065530799,712,927.063202247191,1475,859.084745762712
"117",106,"State St & Pearson St","member","04",41.8974,-87.6287,628,739.509554140127,548,798.835766423358,1176,767.154761904762
"118",106,"State St & Pearson St","member","05",41.8974,-87.6287,783,739.604086845466,697,725.74175035868,1480,733.075675675676
"119",106,"State St & Pearson St","member","06",41.8974,-87.6287,1003,832.917248255234,911,965.215148188803,1914,895.886624869383
"120",106,"State St & Pearson St","member","07",41.8974,-87.6287,1172,783.609215017065,996,884.771084337349,2168,830.083948339483
"121",106,"State St & Pearson St","member","08",41.8974,-87.6287,1303,1202.62240982348,1151,757.959165942659,2454,994.061939690302
"122",106,"State St & Pearson St","member","09",41.8974,-87.6287,1320,772.743181818182,1086,729.209023941068,2406,753.093100581879
"123",106,"State St & Pearson St","member","10",41.8974,-87.6287,1029,762.883381924198,969,709.242518059856,1998,736.868368368368
"124",106,"State St & Pearson St","member","11",41.8974,-87.6287,529,841.274102079395,500,639.8,1029,743.376093294461
"125",106,"State St & Pearson St","member","12",41.8974,-87.6287,425,700.588235294118,411,659.839416058394,836,680.555023923445
"126",107,"Desplaines St & Jackson Blvd","casual","01",41.8783,-87.6439,22,896.181818181818,29,1548.27586206897,51,1266.98039215686
"127",107,"Desplaines St & Jackson Blvd","casual","02",41.8783,-87.6439,33,3949.63636363636,31,3851.90322580645,64,3902.296875
"128",107,"Desplaines St & Jackson Blvd","casual","03",41.8783,-87.6439,79,1238.84810126582,80,4757.7,159,3009.33962264151
"129",107,"Desplaines St & Jackson Blvd","casual","04",41.8783,-87.6439,70,1841.58571428571,60,1682.15,130,1768
"130",107,"Desplaines St & Jackson Blvd","casual","05",41.8783,-87.6439,77,3154.90909090909,58,2274.24137931034,135,2776.54814814815
"131",107,"Desplaines St & Jackson Blvd","casual","06",41.8783,-87.6439,172,1750.3023255814,112,1455.98214285714,284,1634.2323943662
"132",107,"Desplaines St & Jackson Blvd","casual","07",41.8783,-87.6439,234,2071.17094017094,182,1610.72527472527,416,1869.72596153846
"133",107,"Desplaines St & Jackson Blvd","casual","08",41.8783,-87.6439,309,1670.55663430421,275,1943.55272727273,584,1799.10787671233
"134",107,"Desplaines St & Jackson Blvd","casual","09",41.8783,-87.6439,175,2306.76571428571,136,1933.48529411765,311,2143.53054662379
"135",107,"Desplaines St & Jackson Blvd","casual","10",41.8783,-87.6439,155,2012.49677419355,118,1530.05084745763,273,1803.96703296703
"136",107,"Desplaines St & Jackson Blvd","casual","11",41.8783,-87.6439,39,5438.94871794872,43,3149.86046511628,82,4238.57317073171
"137",107,"Desplaines St & Jackson Blvd","casual","12",41.8783,-87.6439,40,1202.95,40,1063,80,1132.975
"138",107,"Desplaines St & Jackson Blvd","member","01",41.8783,-87.6439,1233,664.878345498783,1215,664.8329218107,2448,664.855800653595
"139",107,"Desplaines St & Jackson Blvd","member","02",41.8783,-87.6439,1185,631.875949367089,1152,616.497395833333,2337,624.295250320924
"140",107,"Desplaines St & Jackson Blvd","member","03",41.8783,-87.6439,1379,620.166062364032,1358,647.246686303387,2737,633.60248447205
"141",107,"Desplaines St & Jackson Blvd","member","04",41.8783,-87.6439,928,653.608836206897,927,663.987055016181,1855,658.795148247978
"142",107,"Desplaines St & Jackson Blvd","member","05",41.8783,-87.6439,1113,660.543575920934,1142,647.694395796848,2255,654.036363636364
"143",107,"Desplaines St & Jackson Blvd","member","06",41.8783,-87.6439,1333,753.476369092273,1353,789.281596452328,2686,771.512285927029
"144",107,"Desplaines St & Jackson Blvd","member","07",41.8783,-87.6439,1326,1278.21794871795,1338,735.714499252616,2664,1005.74436936937
"145",107,"Desplaines St & Jackson Blvd","member","08",41.8783,-87.6439,1557,733.313423249839,1515,697.745214521452,3072,715.7724609375
"146",107,"Desplaines St & Jackson Blvd","member","09",41.8783,-87.6439,1549,682.391220142027,1485,701.812794612795,3034,691.897165458141
"147",107,"Desplaines St & Jackson Blvd","member","10",41.8783,-87.6439,1407,649.651741293532,1365,694.816117216117,2772,671.891774891775
"148",107,"Desplaines St & Jackson Blvd","member","11",41.8783,-87.6439,870,780.103448275862,850,678.967058823529,1720,730.123255813954
"149",107,"Desplaines St & Jackson Blvd","member","12",41.8783,-87.6439,767,586.306388526727,747,568.788487282463,1514,577.663143989432
"150",108,"Halsted St & Polk St","casual","01",41.8718,-87.6466,18,2356.77777777778,25,737.72,43,1415.46511627907
"151",108,"Halsted St & Polk St","casual","02",41.8718,-87.6466,32,5527.53125,25,670.6,57,3397.29824561404
"152",108,"Halsted St & Polk St","casual","03",41.8718,-87.6466,34,1662.47058823529,27,1939.85185185185,61,1785.24590163934
"153",108,"Halsted St & Polk St","casual","04",41.8718,-87.6466,50,1661.34,48,1650.41666666667,98,1655.98979591837
"154",108,"Halsted St & Polk St","casual","05",41.8718,-87.6466,52,2073.09615384615,34,1438.5,86,1822.20930232558
"155",108,"Halsted St & Polk St","casual","06",41.8718,-87.6466,106,2976.77358490566,85,3451.89411764706,191,3188.21465968586
"156",108,"Halsted St & Polk St","casual","07",41.8718,-87.6466,127,1409.76377952756,101,1658.76237623762,228,1520.06578947368
"157",108,"Halsted St & Polk St","casual","08",41.8718,-87.6466,149,1475.11409395973,157,1596.27388535032,306,1537.27777777778
"158",108,"Halsted St & Polk St","casual","09",41.8718,-87.6466,133,1471.62406015038,128,1331.3203125,261,1402.81609195402
"159",108,"Halsted St & Polk St","casual","10",41.8718,-87.6466,114,2087.0350877193,103,1223.50485436893,217,1677.15668202765
"160",108,"Halsted St & Polk St","casual","11",41.8718,-87.6466,34,833.970588235294,25,21018.36,59,9386.6779661017
"161",108,"Halsted St & Polk St","casual","12",41.8718,-87.6466,10,14124.3,14,48989.5714285714,24,34462.375
"162",108,"Halsted St & Polk St","member","01",41.8718,-87.6466,631,1064.54516640254,613,1056.90864600326,1244,1060.78215434084
"163",108,"Halsted St & Polk St","member","02",41.8718,-87.6466,723,560.816044260028,720,569.230555555556,1443,565.014553014553
"164",108,"Halsted St & Polk St","member","03",41.8718,-87.6466,620,526.388709677419,615,567.785365853659,1235,547.003238866397
"165",108,"Halsted St & Polk St","member","04",41.8718,-87.6466,497,664.851106639839,460,561.928260869565,957,615.379310344828
"166",108,"Halsted St & Polk St","member","05",41.8718,-87.6466,533,616.68105065666,491,575.454175152749,1024,596.9130859375
"167",108,"Halsted St & Polk St","member","06",41.8718,-87.6466,777,654.88416988417,724,617.888121546961,1501,637.039307128581
"168",108,"Halsted St & Polk St","member","07",41.8718,-87.6466,838,602.58830548926,833,557.858343337335,1671,580.290245362059
"169",108,"Halsted St & Polk St","member","08",41.8718,-87.6466,896,837.337053571429,904,619.953539823009,1800,728.162222222222
"170",108,"Halsted St & Polk St","member","09",41.8718,-87.6466,1042,603.882917466411,1031,623.367604267701,2073,613.573564881814
"171",108,"Halsted St & Polk St","member","10",41.8718,-87.6466,988,1090.94433198381,936,544.445512820513,1924,825.080041580042
"172",108,"Halsted St & Polk St","member","11",41.8718,-87.6466,474,487.210970464135,465,502.658064516129,939,494.860489882854
"173",108,"Halsted St & Polk St","member","12",41.8718,-87.6466,397,494.803526448363,369,531.712737127371,766,512.583550913838
"174",109,"900 W Harrison St","casual","01",41.8748,-87.6498,24,1164.83333333333,20,1351.75,44,1249.79545454545
"175",109,"900 W Harrison St","casual","02",41.8748,-87.6498,44,1321,31,2281.48387096774,75,1718
"176",109,"900 W Harrison St","casual","03",41.8748,-87.6498,75,1624.6,59,1721.66101694915,134,1667.33582089552
"177",109,"900 W Harrison St","casual","04",41.8748,-87.6498,74,1834.25675675676,57,801.421052631579,131,1384.85496183206
"178",109,"900 W Harrison St","casual","05",41.8748,-87.6498,54,1831.55555555556,46,1373,100,1620.62
"179",109,"900 W Harrison St","casual","06",41.8748,-87.6498,46,2172.28260869565,50,2372.56,96,2276.59375
"180",109,"900 W Harrison St","casual","07",41.8748,-87.6498,57,1724.57894736842,62,1752,119,1738.86554621849
"181",109,"900 W Harrison St","casual","08",41.8748,-87.6498,142,2404.83098591549,165,1856.40606060606,307,2110.07491856678
"182",109,"900 W Harrison St","casual","09",41.8748,-87.6498,217,1749.65437788018,202,1248.57425742574,419,1508.08353221957
"183",109,"900 W Harrison St","casual","10",41.8748,-87.6498,183,1363.26229508197,144,885.75,327,1152.98165137615
"184",109,"900 W Harrison St","casual","11",41.8748,-87.6498,69,1373.72463768116,51,1767.64705882353,120,1541.14166666667
"185",109,"900 W Harrison St","casual","12",41.8748,-87.6498,18,789.222222222222,20,764.25,38,776.078947368421
"186",109,"900 W Harrison St","member","01",41.8748,-87.6498,578,475.01384083045,504,498.988095238095,1082,486.181146025878
"187",109,"900 W Harrison St","member","02",41.8748,-87.6498,693,680.717171717172,631,512.835182250396,1324,600.706948640483
"188",109,"900 W Harrison St","member","03",41.8748,-87.6498,632,539.237341772152,591,505.109983079526,1223,522.745707277187
"189",109,"900 W Harrison St","member","04",41.8748,-87.6498,506,589.324110671937,498,548.299196787149,1004,568.975099601594
"190",109,"900 W Harrison St","member","05",41.8748,-87.6498,507,568.996055226824,418,698.284688995215,925,627.420540540541
"191",109,"900 W Harrison St","member","06",41.8748,-87.6498,419,614.305489260143,374,642.540106951872,793,627.621689785624
"192",109,"900 W Harrison St","member","07",41.8748,-87.6498,394,610.814720812183,372,628.220430107527,766,619.267624020888
"193",109,"900 W Harrison St","member","08",41.8748,-87.6498,598,703.660535117057,558,618.413978494624,1156,662.512110726644
"194",109,"900 W Harrison St","member","09",41.8748,-87.6498,870,581.302298850575,878,551.162870159453,1748,566.163615560641
"195",109,"900 W Harrison St","member","10",41.8748,-87.6498,806,528.754342431762,868,567.546082949309,1674,548.868578255675
"196",109,"900 W Harrison St","member","11",41.8748,-87.6498,508,514.944881889764,500,524.51,1008,519.689484126984
"197",109,"900 W Harrison St","member","12",41.8748,-87.6498,336,1232.6994047619,319,536.137931034483,655,893.458015267176
"198",11,"Jeffery Blvd & 71st St","casual","01",41.7666,-87.5764,1,1095,1,508,2,801.5
"199",11,"Jeffery Blvd & 71st St","casual","03",41.7666,-87.5764,5,18111.6,5,83946,10,51028.8
"200",11,"Jeffery Blvd & 71st St","casual","04",41.7666,-87.5764,2,6452,4,4627.25,6,5235.5
"201",11,"Jeffery Blvd & 71st St","casual","05",41.7666,-87.5764,3,132997.333333333,5,76704,8,97814
"202",11,"Jeffery Blvd & 71st St","casual","06",41.7666,-87.5764,18,5401.44444444444,24,7305.08333333333,42,6489.2380952381
"203",11,"Jeffery Blvd & 71st St","casual","07",41.7666,-87.5764,11,2549,15,309576.266666667,26,179680.115384615
"204",11,"Jeffery Blvd & 71st St","casual","08",41.7666,-87.5764,19,4239.26315789474,32,96203.25,51,61942.1568627451
"205",11,"Jeffery Blvd & 71st St","casual","09",41.7666,-87.5764,12,2024.33333333333,6,2775.66666666667,18,2274.77777777778
"206",11,"Jeffery Blvd & 71st St","casual","10",41.7666,-87.5764,6,1098.66666666667,8,518741.125,14,296894.357142857
"207",11,"Jeffery Blvd & 71st St","casual","11",41.7666,-87.5764,2,1053,1,587,3,897.666666666667
"208",11,"Jeffery Blvd & 71st St","casual","12",41.7666,-87.5764,1,3353,2,3449.5,3,3417.33333333333
"209",11,"Jeffery Blvd & 71st St","member","01",41.7666,-87.5764,18,2587.05555555556,16,2645.1875,34,2614.41176470588
"210",11,"Jeffery Blvd & 71st St","member","02",41.7666,-87.5764,12,1839.08333333333,12,1883.08333333333,24,1861.08333333333
"211",11,"Jeffery Blvd & 71st St","member","03",41.7666,-87.5764,20,856.05,22,690.045454545455,42,769.095238095238
"212",11,"Jeffery Blvd & 71st St","member","04",41.7666,-87.5764,9,909.444444444444,9,932.666666666667,18,921.055555555556
"213",11,"Jeffery Blvd & 71st St","member","05",41.7666,-87.5764,12,1243.58333333333,12,891.333333333333,24,1067.45833333333
"214",11,"Jeffery Blvd & 71st St","member","06",41.7666,-87.5764,16,935.125,12,1056.66666666667,28,987.214285714286
"215",11,"Jeffery Blvd & 71st St","member","07",41.7666,-87.5764,16,2189.9375,14,1991,30,2097.1
"216",11,"Jeffery Blvd & 71st St","member","08",41.7666,-87.5764,15,1183.6,18,1363.38888888889,33,1281.66666666667
"217",11,"Jeffery Blvd & 71st St","member","09",41.7666,-87.5764,18,1438.5,31,1461.41935483871,49,1453
"218",11,"Jeffery Blvd & 71st St","member","10",41.7666,-87.5764,12,953.416666666667,10,2221.5,22,1529.81818181818
"219",11,"Jeffery Blvd & 71st St","member","11",41.7666,-87.5764,13,685.307692307692,9,685.777777777778,22,685.5
"220",11,"Jeffery Blvd & 71st St","member","12",41.7666,-87.5764,7,592.142857142857,11,526.181818181818,18,551.833333333333
"221",110,"Dearborn St & Erie St","casual","01",41.894,-87.6293,91,50591.021978022,66,8264.5,157,32797.7070063694
"222",110,"Dearborn St & Erie St","casual","02",41.894,-87.6293,114,11974.701754386,100,8633.42,214,10413.3551401869
"223",110,"Dearborn St & Erie St","casual","03",41.894,-87.6293,191,16227.4554973822,195,5333.38974358974,386,10723.9766839378
"224",110,"Dearborn St & Erie St","casual","04",41.894,-87.6293,211,2518.81516587678,192,3536.13541666667,403,3003.49379652605
"225",110,"Dearborn St & Erie St","casual","05",41.894,-87.6293,377,5640.14058355438,364,2763.21703296703,741,4226.91497975709
"226",110,"Dearborn St & Erie St","casual","06",41.894,-87.6293,576,2458.98958333333,603,2578.2504145937,1179,2519.98558100085
"227",110,"Dearborn St & Erie St","casual","07",41.894,-87.6293,737,2905.40162822252,796,2386.97487437186,1533,2636.21200260926
